,question,chunks
10,,"Trayce Hockstad   
La. R.S. § 32:863.2  
Current through the 2024 First Extraordinary Session and Act 22 of the Second Extraordinary Session. 
Revisions of the Louisiana State Law Institute now current through all titles received as of February 1, 
2024.  
 
LexisNexis® Louisiana Annotated Statutes   >  Louisiana Revised Statutes   >  Title 32. Motor vehicles and  traffic 
regulation (Chs. 1 — 18)  >  Chapter 5. Motor vehicle safety responsibility law (Pts. 1 — 5)  >  Part 1 -A. 
Compulsory motor vehicle liability security (§§ 32:861 — 32:868)  
 
§ 32:863.2. Notification of the cancellation or issuance of security; penalties; database 
development.   
 
A.   
(1)  All entities providing security in compliance with R.S. 32:861 et seq., hereinafter referred 
to as “security providers”, whether admitted or nonadmitted (surplus line underwriter) 
insurance companies providing automobile liability policies, or sales representatives or agents 
of surety companies issuing motor vehicle liability bonds, or the state treasurer holding 
deposits, shall notify the secretary of the effective dates of each liability policy, liability bond , 
deposit, or other security within fifteen business days from the date that notice of such policy, 
bond, deposit, or other security was issued by the security provider.  
(2)  Except as otherwise provided for motor carriers in R.S. 32:900(M), in addition, all such 
security providers shall notify the secretary when any policy, bond, deposit, or other item of 
security is terminated, withdrawn, canceled, lapsed, or otherwise made ineffective within 
fifteen business days from the date that notice of the securit y becoming ineffective was issued 
by the security provider.  
(3)  Beginning January 1, 1990, the information required by this Section shall be in the form 
required by the secretary, who may require by regulation such information as the driver’s 
license numb er of the owner or lessee of the vehicle and of the named insureds, together with 
the complete vehicle identification number and a description of each vehicle.  
(4)  The information required by this Section shall be in the form required by the secretary, 
who may require by regulation such information as the driver’s license number of the owner or 
lessee of the vehicle and of the named insureds, together with the complete vehicle 
identification number and description of each vehicle.  
(5)  If any cancellation of a motor vehicle liability policy occurs at the request of the insured, 
the insurer is not obligated to cancel such policy earlier than ten days prior to actual receipt by 
the insurer of such request.  
(6)  If any cancellation of a motor vehicle liability  insurance policy occurs as a result of the 
rescission or other cancellation of the sale of the motor vehicle on which the policy is issued, 
the insurer shall notify the secretary of the cancellation and the circumstances of the"
11,,"Page 3 of 4 
La. R.S. § 32:863.2  
 Trayce Hockstad   (2)  If the person to whom the notice is addressed is able to show that the insurance or other 
security was canceled for a legitimate reason, the secretary shall take no administrative action 
against that person. Legi timate reasons for cancellation of insurance or other security shall 
include but shall not be limited to the transfer of ownership of the vehicle or the surrender of 
the license plate of the formerly insured vehicle. If the vehicle is sold within ten calen dar days 
after the date liability security on the vehicle was cancelled or its license plate is surrendered 
within ten calendar days of the date of notice sent pursuant to Paragraph (1) of this Subsection, 
no administrative action shall be taken. The trans fer of ownership of the vehicle may be 
established by presenting to the secretary a copy of the title transfer or a copy of the act of sale, 
donation, exchange, surrender to a salvage yard, or other transaction.  
(3)  If the original of the document present ed as proof of transfer of ownership has not been 
notarized, the authenticity of the document may be established by an affidavit executed by the 
person to whom the notice is addressed in which that person recites the circumstances of the 
transfer of owners hip of the vehicle and attests to the truthfulness and accuracy of the 
document presented as proof of transfer of ownership.  
F.   
(1)  The secretary shall formulate criteria to develop and initiate a request for proposals to 
procure and implement a real -time system to quickly and accurately identify and verify the 
existence of motor vehicle insurance or other security required in compliance with the Motor 
Vehicle Safety Responsibility Law using advanced telecommunications and computer 
technology.  
(2)  The c riteria established by the secretary shall be developed only after consulting with an 
advisory group consisting of the commissioner of insurance or his designee, the superintendent 
of state police or his designee, the executive director of the Louisiana Hi ghway Safety 
Commission or his designee, and five additional members, one representing the American 
Insurance Association, one representing the Property Casualty Insurance Association of 
America, one selected from a list of names submitted by the three ins urers with the largest 
market share of automobile insurance in Louisiana, one from the Louisiana Association of Fire 
and Casualty Companies, and one from the Louisiana Independent Agents Association.  
(3)  The request for proposal shall require participants  to develop a system that allows real -
time access to state and local law enforcement officials allowing them to obtain the status of 
the existence of motor vehicle insurance or other security required in this state as provided in 
the Motor Vehicle Safety R esponsibility Law.  
(4)  The system developed pursuant to this Subsection may initially be implemented by the 
secretary as a six -month pilot program to be developed and implemented statewide upon 
expiration of the six -month period.  
(5)  The secretary shall require such information as may be necessary from automobile insurers 
or their representatives and the state treasurer as is needed to assist the contractor in 
developing the system as such relates to the cancellation or issuance of motor vehicle liability  
security or deposit of sufficient security with the state treasurer in order to operate a motor 
vehicle in this state.  
(6)  The secretary shall promulgate rules and regulations to implement the provisions of this 
Subsection."
12,,"Trayce Hockstad   
La. R.S. § 22:2231  
Current through the 2024 First Extraordinary Session and Act 22  of the Second Extraordinary Session. 
Revisions of the Louisiana State Law Institute now current through all titles received as of February 1, 
2024.  
 
LexisNexis® Louisiana Annotated Statutes   >  Louisiana Revised Statutes   >  Title 22. Insurance (Chs. 1 — 22)  
>  Chapter 13. Pilot Programs and Databases (Pts. 1 — 4)  >  Part 2. Uninsured Motorist Identification 
Database (§§ 22:2231 — 22:2232)  
 
§ 22:2231. Database development; authorization; request for proposals.   
 
A.  The commissioner of the Department of Insurance shall formulate criteria to develop and 
initiate a request for proposals to procure and implement a real -time system to quickly and 
accurately identify and verify the existence of motor vehicle insurance or o ther security required in 
compliance with the Motor Vehicle Safety Responsibility Law using advanced 
telecommunications and computer technology.  
B.  The request for proposal shall require participants to perform the following:  
(1)  Create and maintain a database, at no cost to the state, of motor vehicles registered in this 
state which are covered by that security required to operate a motor vehicle in this state as 
provided in the Motor Vehicle Safety Responsibility Law.  
(2)  Provide real -time access to state and local law enforcement officials responsible for 
enforcing the traffic laws of this state which shall be available twenty -four hours a day, seven 
days a week.  
C.  The database may be initially implemented by the commissioner of the Department of 
Insurance as a two -year pilot program to be developed and implemented statewide upon expiration 
of the two -year period.  
D.  The commissioner shall require such information as may be necessary from automobile 
insurers or their representatives and the state t reasurer as is needed to assist the contractor in 
creating and developing the database as such relates to the cancellation or issuance of motor 
vehicle liability security required in R.S. 32:863.2 or the deposit of sufficient security with the 
state treasu rer in order to operate a motor vehicle in this state.  
E.  The commissioner of the Department of Insurance shall promulgate rules and regulations to 
implement the provisions of this Part.  
History   
 
Acts 2003, No. 790, § 1, eff. Aug. 15, 2003; Acts 2008, N o. 415, § 1, eff. Jan. 1, 2009."
13,,"Page 2 of 4 
La. R.S. § 32:863.2  
 Trayce Hockstad   cancellation, and the insur ed shall not be liable for any penalty or fee imposed for failure to 
maintain the security required by law.  
B.  When a security provider does not provide the deputy secretary of public safety services of the 
Department of Public Safety and Corrections with  the information required by this Section within 
the time limits set forth in this Section, the insurance company, sales representative or agent, state 
treasurer, or other provider shall pay a late fee of not more than fifty dollars per policy, bond, or 
deposit, or other security item concerning which information is not supplied. If the security 
provider has reported this information for a policy, bond, deposit, or other security item for a 
commercial motor vehicle in an untimely manner, the deputy secretar y shall impose the late fee 
unless the deputy secretary determines that the security provider made a good faith effort to 
comply with these requirements but the delay was caused by circumstances outside the security 
provider’s control. All fees collected u nder this Subsection shall be deposited in the Bond Security 
and Redemption Fund as provided in R.S. 32:853(B)(2).  
C.  The secretary shall keep a record of the information received from security providers 
concerning coverage of vehicles and persons by secu rity required by R.S. 32:861, which 
information may be stored through automated electronic data processing means. After the 
department has complete vehicle liability security records, upon written request including the 
driver’s license number for each pers on, the vehicle identification number for each vehicle, and the 
payment of a fee of fifteen dollars for each vehicle owned by a person about which inquiry is 
made, the secretary shall forward to the inquiring party such vehicle and driver liability securit y 
information as is contained in the records of the department. If the department’s search of its 
records fails to show the existence of any liability insurance or other security as of the date about 
which inquiry is made, an official of the department wil l issue a sworn, notarized affidavit to that 
effect. Such an affidavit shall be prima facie evidence that on the date in question, the person or 
vehicle about which inquiry was made did not have in effect a policy of liability insurance or other 
security a s required by law. The fee collected pursuant to this Section shall be remitted by the 
secretary to the state treasurer to be credited to the Bond Security and Redemption Fund as 
provided in R.S. 32:853(B)(2).  
D.  Notwithstanding any provision of law to th e contrary, when there is a question of fact as to the 
existence of liability insurance coverage on a motor vehicle, and the owner of that motor vehicle 
has in fact maintained that coverage without lapse, and the question results from a mistake made 
by an insurance company or agent, or by any other entity, the owner of the motor vehicle shall not 
be required to pay any reinstatement fee in connection with any actions taken based on that 
question of coverage. If a reinstatement fee is imposed by the state, t he reinstatement fee shall be 
paid by the agent, company, or other entity which made the mistake.  
E.   
(1)  Prior to taking any administrative action based on the receipt of a notice of cancellation of 
insurance or other security, the secretary shall notif y the person who is the subject of the notice 
at his last known driver’s license address, of cancellation of the receipt of that notice. The 
notice of receipt of a notice of cancellation shall be in writing. The notice shall inform the 
subject that he has ten calendar days from the date of the notice in which he may surrender the 
license plates of the vehicle in order to avoid the fees prescribed by R.S. 32:863(A)(3)(a). The 
person to whom the notice is addressed shall have thirty days to respond to the not ice. The 
response may be made by mail."
14,,"Page 3 of 3 
La. R.S. § 22:2503  
 Trayce Hockstad   (iii)  Disclosures to the general public required to be made by federal, state, or local 
law. 
(b)  A licensee has a reasonable basis to believe that information is lawfully made available 
to the general public if the licensee has taken steps to determine all of the following:  
(i)  That the inform ation is of a type that is available to the general public.  
(ii)  That a consumer who can direct that the information not be made available to the 
general public has not done so.  
(12)  “Risk assessment” means the risk assessment that each licensee is requi red to conduct 
pursuant to R.S. 22:2504(C).  
(13)  “Third -party service provider” means a person, not otherwise defined as a licensee, who 
contracts with a licensee to maintain, process, store, or otherwise have access to nonpublic 
information through its p rovision of services to the licensee.  
History   
 
Acts 2020, No. 283, § 1, effective August 1, 2020.  
 
LexisNexis® Louisiana Annotated Statutes  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
15,,"Page 1 of 2 
Tex. Ins. Code § 2251.0031  
    
Tex. Ins. Code § 2251.0031  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Insuranc e Code   >  Title 10 Property and Casualty 
Insurance (Subts. A — I)  >  Subtitle H Ratemaking in General (Chs. 2251 — 2300)   >  Chapter 2251 Rates 
(Subchs. A — F)  >  Subchapter A General Provisions for Rates (§§ 2251.001 — 2251.008)  
 
Sec. 2251.0031.  Exceptions for Certain Lines.   
 
(a)  Except as provided by Subsection (d), Subchapter C does not apply to any line of the 
following kinds of insurance written under a commercial insurance policy or contract issued by an 
insurer authorize d to engage in the business of insurance in this state:  
(1)  surety bonds;  
(2)  fidelity bonds;  
(3)  commercial inland marine;  
(4)  boiler and machinery;  
(5)  environmental impairment or pollution liability;  
(6)  kidnap and ransom;  
(7)  political risk or expropriation;  
(8)  commercial excess liability or umbrella liability;  
(9)  directors’ and officers’ liability;  
(10)  fiduciary liability;  
(11)  employment practices liability;  
(12)  errors and omission and professional liability other than medical profess ional liability;  
(13)  media liability;  
(14)  product liability, product recall, or completed operations;  
(15)  commercial cybersecurity, including first - and third -party commercial lines coverage for 
losses arising out of or relating to data privacy breac hes, network security, computer viruses, 
and similar exposures;  
(16)  highly protected commercial property;  
(17)  commercial flood insurance not provided through the National Flood Insurance Program; 
or"
16,,"Page 1 of 2 
Tex. Ins. Code § 2301.0031  
    
Tex. Ins. Code § 2301.0031  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Insuranc e Code   >  Title 10 Property and Casualty 
Insurance (Subts. A — I)  >  Subtitle I Policy Forms in General (Ch. 2301)   >  Chapter 2301 Policy Forms 
(Subchs. A — B)  >  Subchapter A Policy Forms Generally (§§ 2301.001 — 2301.010)  
 
Sec. 2301.0031.  Exceptions for Certain Lines.   
 
(a)  Except as provided by Subsection (d), Sections 2301.006, 2301.007(a) and (b), and 2301.008 
do not apply to any line of the following kinds of insurance written under a commercial insurance 
policy or c ontract issued by an insurer authorized to engage in the business of insurance in this 
state:  
(1)  surety bonds;  
(2)  fidelity bonds;  
(3)  commercial inland marine;  
(4)  boiler and machinery;  
(5)  environmental impairment or pollution liability;  
(6)  kidnap and ransom;  
(7)  political risk or expropriation;  
(8)  commercial excess liability or umbrella liability;  
(9)  directors’ and officers’ liability;  
(10)  fiduciary liability;  
(11)  employment practices liability;  
(12)  errors and omission and profess ional liability other than medical professional liability;  
(13)  media liability;  
(14)  product liability, product recall, or completed operations;  
(15)  commercial cybersecurity, including first - and third -party commercial lines coverage for 
losses arisin g out of or relating to data privacy breaches, network security, computer viruses, 
and similar exposures;  
(16)  highly protected commercial property;"
17,,"Page 3 of 3 
Tex. Bus. & Com. Code § 521.053  
   (5)  any measures the person intends to take regarding the breach  after the notification under 
this subsection; and                       
                     
(6)  information regarding whether law enforcement is engaged in investigating the breach.                       
                   
(j)  The attorney general shal l post on the attorney general’s publicly accessible Internet website:                     
(1)  an electronic form for submitting a notification under Subsection (i); and                       
                     
(2)  a listing of the notifications receiv ed by the attorney general under Subsection (i), 
excluding any sensitive personal information that may have been reported to the attorney 
general under that subsection, any information that may compromise a data system’s security, 
and any other information  reported to the attorney general that is made confidential by law. 
The attorney general shall:                         
(A)  update the listing not later than the 30th day after the date the attorney general 
receives notification of a new breach of system security;                           
                         
(B)  remove a notification from the listing not later than the first anniversary of the date the 
attorney general added the notification to the listing if the person who provided the 
notification  has not notified the attorney general of any additional breaches under 
Subsection (i) during that period; and                           
                         
(C)  maintain only the most recently updated listing on the attorney general’s website.                           
                       
                   
History   
 
Enacted by Acts 2007, 80th Leg., ch. 885 (H.B. 2278), §  2.01, effective April 1, 2009; am. Act s 2009, 
81st Leg., ch. 419 (H.B. 2004), §  3, effective September 1, 2009; am. Acts 2011, 82nd Leg., ch. 1126 
(H.B. 300), §  14, effective September 1, 2012; am. Acts 2013, 83rd Leg., ch. 1368 (S.B. 1610), §  1, 
effective June 14, 2013; Acts 2019, 86th Leg., ch. 1326 (H.B. 4390), § 1, effective January 1, 2020; Acts 
2021, 87th Leg., ch. 496 (H.B. 3746), § 1, effective September 1, 2021; Acts 2023, 88th Leg., ch. 246 
(S.B. 768), § 1, effective September 1, 2023.  
 
Texas Statutes & Codes Annotated by LexisNexis®  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
18,,"Page 1 of 1 
Tex. Gov’t Code § 2054.52009  
    
Tex. Gov’t Code § 2054.52009  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Governme nt Code   >  Title 10 General Government 
(Subts. A — Z)  >  Subtitle B Information and Planning (Chs. 2051 — 2100)   >  Chapter 2054 Information 
Resources [Expires September 1, 2025] (Subchs. A — S)  >   Subchapter N -2  Texas Volunteer Incident 
Response Team   [Expires September 1, 2025] (§§ 2054.52001 — 2054.52010)  
 
Sec. 2054.52009. Civil Liability. [Expires September 1, 2025]   
 
A volunteer who in good faith provides professional services in response to a cybersecurity  event 
is not liable for civil damages as a result of the volunteer’s acts or omissions in providing the 
services, except for wilful and wanton misconduct. This immunity is limited to services provided 
during the time of deployment for a cybersecurity even t. 
History   
 
Acts 2021, 87th Leg., ch. 567 (S.B. 475), § 6, effective June 14, 2021.  
 
Texas Statutes & Codes Annotated by LexisNexis®  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
19,,"Page 1 of 1 
Tex. Transp. Code § 201.712  
    
Tex. Transp. Code § 201.712  
 This document is current through the 2023 Regular Session; the 1st C.S.; the 2nd C.S.; the 3rd C.S. and 
the 4th C.S. of the 88th Legislature; and the November 7, 2023 general election results.  
 
Texas Statutes & Codes Annotated by LexisNexis®   >  Transpor tation Code   >  Title 6 Roadways (Subts. A — Z)  
>  Subtitle A Texas Department of Transportation (Chs. 201 — 220)  >  Chapter 201 General Provisions and 
Administration (Subchs. A — Y)  >  Subchapter I Funds and Expenditures (§§ 201.701 — 201.712)  
 
Sec. 201.712.  Purchase of Cybersecurity Insurance.   
 
(a)  In this section, “cyber attack” means an attempt to gain illegal access to a computer or 
computer system for the purpose of causing damage, harm, or disruption.  
(b)  The department may purchase i nsurance coverage that the department considers necessary to 
protect against liability, revenue, and property losses that may result from a data breach or cyber 
attack.  
(c)  Insurance purchased under this section may include coverage for business and depen dent 
business interruption loss, breach response, data recovery, cyber extortion or ransomware 
response, fiduciary liability, media liability, professional liability, or expenses for general incident 
management, such as investigation, remediation, and noti fication.  
History   
 
Acts 2021, 87th Leg., ch. 129 (H.B. 3390), § 1, effective September 1, 2021.  
 
Texas Statutes & Codes Annotated by LexisNexis®  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
20,,"Page 4 of 4 
Wis. Stat. § 601.954  
   (4) Reinsurers.   In the event of a cybersecurity  event involving nonpublic information, or 
involving nonpublic information on an information system maintained by a 3rd -party service 
provider, a licensee who is acting as an assuming insurer and who does not have a direct 
contractual relationship with the  consumers affected by the cybersecurity event shall, if any of the 
conditions in sub. (1) (a) are met, notify the ceding insurer and the commissioner of the licensee’s 
state of domicile of the cybersecurity event no later than 3 business days after learni ng of the 
cybersecurity event. The licensee shall have no other notice obligations relating to a cybersecurity 
event or other data breach under this section or any other law of this state. A ceding insurer who 
has a direct contractual relationship with the  affected consumers shall comply with the notification 
requirements under this section.  
History   
 
2021 a. 240, § 30, effective April 10, 2022; 2021 a. 73, § 7, effective November 1, 2021.  
 
LexisNexis® Wisconsin Annotated Statutes  
Copyright © 2024 All rights reserved.  
 
 
End of Document"
